5584 8a Avenue,"$1,498,800","$3,682",,4,1,house,,freehold nonstrata,2 storey,"forced air,natural gas",,"golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,tsawwassen central,90 days,2296,r2747313,rebgv,67.00 feet,6415 ft²,built in 1920 (103 yrs old),,0
6269 Brodie Road,"$1,599,000","$5,170",,3,2,house,,freehold nonstrata,1 storey,radiant,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,holly,3 days,177,r2768574,rebgv,0.01 feet,0 ft x 0 ft (5813 ft²),built in 1990 (33 yrs old),.01,0
601 6950 Nicholson Road,"$654,900","$1,528",$272,2,2,apt/condo,,freehold strata,upper unit,"baseboard,electric","elevator, other - see remarks","exercise room, recreation nearby, shopping nearby, storage","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",sunshine hills woods,8 days,240,r2767053,rebgv,,,built in 2021 (2 yrs old),,0
4713 Hemlock Way,"$1,450,000","$3,856",,4,3,house,,leasehold prepaid-nonstrata,2 storey,forced air,"drapes/window coverings, pantry, security - roughed in, smoke alarm, sprinkler - fire, vacuum - roughed in, vaulted ceiling","air conditioning, central air conditioning, golf course nearby, marina nearby, recreation center, recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",tsawwassen north,5 days,320,r2768339,rebgv,32.80 feet,32 ft x 112 ft (3671 ft²),built in 2021 (2 yrs old),112.29,1
111 6960 Nicholson Road,"$518,000","$1,250",$303,1,1,apt/condo,,freehold strata,ground level unit,baseboard,"drapes/window coverings, elevator","exercise room, recreation nearby, shopping nearby, storage","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",sunshine hills woods,66 days,379,r2747750,rebgv,,,built in 2021 (2 yrs old),,0
94 5311 Admiral Way,"$1,318,000",$0,$382,4,3,townhouse,,freehold strata,"3 storey,corner unit","baseboard,electric","drapes/window coverings, garage door opener, oven - built in, smoke alarm","exercise room, golf course nearby, hot tub, marina nearby, shopping nearby","dishwasher, freezer, range top, refrigerator, stove",neilsen grove,37 days,234,r2759854,rebgv,,,built in 2023 (0 yrs old),,1
245 66 Street,"$1,465,000","$3,684",,3,2,house,,freehold nonstrata,1 1/2 storey,natural gas,hot tub spa/swirlpool,"golf course nearby, recreation nearby",washer/dryer/fridge/stove/dishwasher,boundary beach,6 days,483,r2768237,rebgv,0.00 feet,5000 ft²,built in 1945 (78 yrs old),,0
416 7445 120 Street,"$499,000","$1,078",$241,1,1,apt/condo,,freehold strata,"penthouse,upper unit","baseboard,electric","elevator, smoke alarm, vaulted ceiling","golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",scottsdale,66 days,459,r2752564,rebgv,,,built in 2010 (13 yrs old),,0
112 5311 Admiral Way,"$1,298,000",$0,$354,3,2,townhouse,,freehold strata,"2 storey,inside unit","baseboard,electric","drapes/window coverings, garage door opener, oven - built in, smoke alarm","exercise room, golf course nearby, hot tub, marina nearby, shopping nearby","dishwasher, freezer, range top, refrigerator, stove",neilsen grove,37 days,259,r2759870,rebgv,,,built in 2023 (0 yrs old),,1
402n 1100 56 Street,"$1,199,000","$2,864",$548,3,2,apt/condo,,freehold strata,penthouse,"electric,natural gas",,,,tsawwassen east,6 days,253,r2768121,rebgv,,,built in 1992 (31 yrs old),,0
132 Graham Drive,"$2,945,000","$8,975",,3,3,house,,freehold nonstrata,2 storey w/bsmt.,"baseboard,natural gas","drapes/window coverings, garage door opener, garden, security system, smoke alarm, vacuum - built in","golf course nearby, recreation nearby, storage, swimming pool equipment, workshop attached","in suite laundry, washer/dryer/fridge/stove/dishwasher",english bluff,68 days,2064,r2752089,rebgv,0.00 feet,7525 ft²,built in 2003 (20 yrs old),,1
120 4638 Orca Way,"$1,349,000","$3,931",$543,4,3,duplex,,leasehold prepaid-strata,2 storey w/bsmt.,"baseboard,electric","drapes/window coverings, garage door opener, garden, smoke alarm, sprinkler - fire","exercise room, golf course nearby, shopping nearby","freezer, in suite laundry, washer/dryer/fridge/stove/dishwasher",tsawwassen north,37 days,393,r2759684,rebgv,,0 ft²,built in 2020 (3 yrs old),,0
11562 76 Avenue,"$1,199,000","$4,162",,4,2,house,,freehold nonstrata,rancher/bungalow,,,"recreation nearby, shopping nearby",,scottsdale,6 days,661,r2767018,rebgv,62.00 feet,6300 ft²,built in 1970 (53 yrs old),,1
1150 Ehkolie Crescent,"$1,558,000","$4,489",,6,4,house,,freehold nonstrata,2 storey,"electric,forced air,natural gas","cul-de-sac, pantry, smoke alarm, vacuum - built in, windows - thermo","golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,english bluff,37 days,654,r2759574,rebgv,73.31 feet,73 ft x 0 ft (9343 ft²),built in 1965 (58 yrs old),0.00,0
7702 Garfield Drive,"$2,799,000","$4,552",,8,6,house,,freehold nonstrata,2 storey w/bsmt.,radiant,"security system, vacuum - built in","air conditioning, central air conditioning, sauna","dishwasher, washer/dryer/fridge/stove/dishwasher",nordel,69 days,2062,r2751998,rebgv,71.00 feet,71 ft x 120 ft (8235 ft²),built in 2023 (0 yrs old),120,1
217 11507 84 Avenue,"$749,000","$2,475",$525,2,2,apt/condo,,freehold strata,"corner unit,end unit","baseboard,electric","elevator, oven - built in","recreation nearby, shopping nearby","clothes washer/dryer, dishwasher, in suite laundry, range top, refrigerator",scottsdale,6 days,273,r2767728,rebgv,,,built in 2020 (3 yrs old),,1
11072 Upper Canyon Road,"$1,799,000","$4,541",,4,3,house,,freehold nonstrata,2 storey w/bsmt.,"forced air,natural gas","drapes/window coverings, garage door opener, security system, vacuum - built in, windows - thermo","golf course nearby, recreation nearby, shopping nearby","disposal - waste, microwave, washer/dryer/fridge/stove/dishwasher",sunshine hills woods,37 days,1152,r2759164,rebgv,49.21 feet,49 ft x 114 ft (5700 ft²),built in 1988 (35 yrs old),114.82,0
4533 W River Road,"$1,399,000","$3,712",,2,1,house,,freehold nonstrata,"1 1/2 storey,rancher/bungalow w/loft","electric,natural gas","drapes/window coverings, garden, pantry, storage shed, vaulted ceiling, windows - thermo","bike room, golf course nearby, marina nearby, recreation nearby, shopping nearby, storage","free standing fireplace or woodstove, washer/dryer/fridge/stove/dishwasher",port guichon,70 days,879,r2751827,rebgv,66.00 feet,66 ft x 51 ft (3366 ft²),built in 1986 (37 yrs old),51,0
102 4758 53 Street,"$529,900","$1,484",$386,2,1,apt/condo,,freehold strata,1 storey,electric,elevator,"golf course nearby, marina nearby, recreation nearby, shopping nearby, storage",in suite laundry,delta manor,6 days,185,r2767605,rebgv,,,built in 1993 (30 yrs old),,0
5114 7b Avenue,"$1,549,000","$4,586",,5,3,house,,freehold nonstrata,3 level split,forced air,"fireplace insert, garage door opener, garden, storage shed","golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",tsawwassen central,38 days,1770,r2759276,rebgv,80.00 feet,11087 ft²,built in 1969 (54 yrs old),,0
11102 River Road,"$2,308,000","$3,999",,6,3,house,,freehold nonstrata,"2 storey w/bsmt.,3 storey",forced air,storage shed,"recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",nordel,70 days,371,r2751567,rebgv,124.00 feet,13197 ft²,built in 1905 (118 yrs old),,0
5529 Maple Crescent,"$2,388,800","$4,992",,7,4,house,,freehold nonstrata,2 storey,"electric,forced air,natural gas",,,washer/dryer/fridge/stove/dishwasher,delta manor,6 days,124,r2768008,rebgv,89.99 feet,89 ft x 99 ft (9000 ft²),built in 1970 (53 yrs old),99.99,0
545 Milsom Wynd,"$1,950,000","$4,443",,4,3,house,,freehold nonstrata,rancher/bungalow,"forced air,natural gas","fireplace insert, garage door opener, garden, hot tub spa/swirlpool, security system, storage shed, vaulted ceiling","guest suite, hot tub, recreation nearby, storage, swimming pool equipment",washer/dryer/fridge/stove/dishwasher,pebble hill,38 days,1227,r2759210,rebgv,110.00 feet,110 ft x 96 ft (8891 ft²),built in 1969 (54 yrs old),96.0,1
6811 Westview Drive,"$1,385,000","$4,474",,3,2,house,,freehold nonstrata,"2 storey,3 level split",forced air,"drapes/window coverings, fireplace insert, hot tub spa/swirlpool, oven - built in, security system, vacuum - built in, windows - thermo","golf course nearby, hot tub, recreation nearby, storage, workshop attached","in suite laundry, range top, washer/dryer/fridge/stove/dishwasher",sunshine hills woods,7 days,782,r2767795,rebgv,66.00 feet,66 ft x 150 ft (9900 ft²),built in 1978 (45 yrs old),150,1
5073 2 Avenue,"$1,460,000","$4,303",,3,2,house,,freehold nonstrata,"1 storey,rancher/bungalow","forced air,natural gas",,"golf course nearby, recreation nearby",washer/dryer/fridge/stove/dishwasher,pebble hill,41 days,682,r2758797,rebgv,66.00 feet,66 ft x 107 ft (7104 ft²),built in 1974 (49 yrs old),107,0
30 8355 Delsom Way,"$899,000","$2,945",$303,3,2,townhouse,,freehold strata,"3 level split,corner unit","baseboard,electric","garage door opener, garden",hot tub,"in suite laundry, washer/dryer/fridge/stove/dishwasher",nordel,73 days,1429,r2750779,rebgv,,,built in 2010 (13 yrs old),,1
1178 Walalee Drive,"$1,649,000","$5,246",,3,2,house,,freehold nonstrata,2 storey,"forced air,natural gas",,,washer/dryer/fridge/stove/dishwasher,english bluff,7 days,184,r2767770,rebgv,80.00 feet,14672 ft²,built in 1972 (51 yrs old),,0
401 5099 Springs Boulevard,"$689,000","$2,044",$390,1,1,apt/condo,,freehold strata,"penthouse,upper unit","forced air,geothermal",elevator,"bike room, exercise room, golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",tsawwassen north,41 days,601,r2758763,rebgv,,,built in 2011 (12 yrs old),,0
4999 Central Avenue,"$2,999,999","$6,983",,3,1,house,,freehold nonstrata,1 storey,,,"marina nearby, shopping nearby",,hawthorne,76 days,385,r2750262,rebgv,90.00 feet,90 ft x 187 ft (16835 ft²),,187,0
415 7445 120 Street,"$499,800","$1,159",$300,1,1,apt/condo,,freehold strata,"1 storey,upper unit",electric,vaulted ceiling,"recreation nearby, shopping nearby, storage","free standing fireplace or woodstove, in suite laundry, washer/dryer/fridge/stove/dishwasher",scottsdale,7 days,91,r2767567,rebgv,,,built in 2010 (13 yrs old),,0
A 4786 48 Avenue,"$1,639,000","$5,118",,4,3,house,,freehold nonstrata,"3 storey,carriage/coach house","electric,hot water,radiant","drapes/window coverings, fireplace insert, pantry, security - roughed in, storage shed","marina nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",ladner elementary,76 days,1405,r2750459,rebgv,0.00 feet,4489 ft²,built in 2005 (18 yrs old),,1
5037 57a Street,"$1,397,000","$4,458",,5,2,house,,freehold nonstrata,"2 storey,basement entry","electric,forced air,natural gas",,,washer/dryer/fridge/stove/dishwasher,hawthorne,7 days,884,r2767618,rebgv,67.00 feet,67 ft x 160 ft (10720 ft²),built in 1970 (53 yrs old),160,1
10932 63a Avenue,"$1,299,000","$3,608",,3,3,house,,freehold nonstrata,3 level split,"forced air,natural gas",,,washer/dryer/fridge/stove/dishwasher,sunshine hills woods,42 days,920,r2758281,rebgv,45.80 feet,5016 ft²,built in 1980 (43 yrs old),,0
11635 72 Avenue,"$1,733,000","$4,617",,0,1,house,,freehold nonstrata,1 storey,"heat recovery ventilator, hot water,other","drapes/window coverings, heat recovery ventilator, oven - built in",storage,"microwave, washer/dryer/fridge/stove/dishwasher",scottsdale,77 days,217,r2750197,rebgv,65.70 feet,65 ft x 132 ft (8672 ft²),built in 1958 (65 yrs old),132,0
11275 Kendale Way,"$1,599,000","$4,140",,4,1,house,,freehold nonstrata,split entry,"forced air,natural gas",,,washer/dryer/fridge/stove/dishwasher,annieville,7 days,125,r2766403,rebgv,66.00 feet,66 ft x 144 ft (9555 ft²),built in 1966 (57 yrs old),144,1
8428 Centre Street,"$2,199,000",$0,,7,7,house,,freehold nonstrata,2 storey w/bsmt.,radiant,"security system, sprinkler - inground, vacuum - built in, wet bar","air conditioning, golf course nearby, recreation nearby",washer/dryer/fridge/stove/dishwasher,nordel,43 days,381,r2757762,rebgv,37.00 feet,37 ft x 211 ft (7765 ft²),built in 2022 (1 yrs old),211,1
11539 96 Avenue,"$1,200,000","$4,105",,4,1,house,,freehold nonstrata,basement entry,"forced air,natural gas",drapes/window coverings,shopping nearby,clothes washer/dryer,annieville,78 days,1044,r2749802,rebgv,50.00 feet,50 ft x 200 ft (10450 ft²),built in 1967 (56 yrs old),200,1
7437 118a Street,"$999,000","$4,317",,4,2,house,,freehold nonstrata,"1 storey,rancher/bungalow",,,shopping nearby,,scottsdale,16 days,687,r2743124,rebgv,60.00 feet,60 ft x 103 ft (6180 ft²),built in 1970 (53 yrs old),103,0
11455 85 Avenue,"$1,599,000","$4,125",,4,2,house,,freehold nonstrata,"1 storey,basement entry",natural gas,"drapes/window coverings, storage shed","recreation nearby, shopping nearby",dishwasher,annieville,43 days,280,r2758084,rebgv,66.00 feet,6129 ft²,built in 1971 (52 yrs old),,0
780 Gilchrist Place,"$1,679,000","$4,546",,5,2,house,,freehold nonstrata,2 storey,"forced air,natural gas","cul-de-sac, drapes/window coverings, garage door opener, security system, windows - thermo","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,tsawwassen central,80 days,1824,r2749296,rebgv,63.22 feet,63 ft x 0 ft (7868 ft²),built in 1966 (57 yrs old),irregular,1
11487 Somerset Crescent,"$1,599,900","$5,001",,5,3,house,,freehold nonstrata,"2 storey,split entry",forced air,,"recreation nearby, shopping nearby","compactor - garbage, microwave, washer/dryer/fridge/stove/dishwasher",sunshine hills woods,2 days,224,r2768908,rebgv,66.01 feet,66 ft x 117 ft (7755 ft²),built in 1979 (44 yrs old),117.49,0
8508 111b Street,"$1,639,000","$4,988",,5,4,house,,freehold nonstrata,2 storey w/bsmt.,forced air,cul-de-sac,"recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",nordel,43 days,517,r2757743,rebgv,39.40 feet,39 ft x 0 ft (4995 ft²),built in 2000 (23 yrs old),irregular,0
5368 4a Avenue,"$1,799,000","$4,704",,4,3,house,,freehold nonstrata,2 storey,"forced air,natural gas",,hot tub,,pebble hill,81 days,2458,r2748948,rebgv,70.00 feet,70 ft x 105 ft (7341 ft²),built in 1972 (51 yrs old),105,0
5757 Timbervalley Road,"$1,475,000","$5,092",,3,2,house,,freehold nonstrata,2 storey,"forced air,natural gas","drapes/window coverings, fireplace insert, garage door opener, oven - built in","golf course nearby, recreation nearby, shopping nearby","clothes dryer, clothes washer, compactor - garbage, dishwasher, microwave, range top",tsawwassen east,2 days,145,r2769109,rebgv,68.00 feet,68 ft x 110 ft (7481 ft²),built in 1980 (43 yrs old),110,1
312 6960 Nicholson Road,"$850,000",,,3,2,apt/condo,,strata,,baseboard heaters,,,,sunshine hills woods,44 days,262,r2757256,canadian real estate association,,,,,
4903a 53 Street,"$1,899,900","$3,554",,5,4,house,,freehold nonstrata,"3 storey,carriage/coach house","baseboard,hot water,natural gas",,,washer/dryer/fridge/stove/dishwasher,hawthorne,81 days,595,r2748883,rebgv,33.00 feet,33 ft x 112 ft (3696 ft²),built in 2023 (0 yrs old),112,1
306 4745 54a Street,"$588,800","$1,383",$331,1,1,apt/condo,,freehold strata,1 storey,"baseboard,electric",elevator,"exercise room, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",delta manor,16 days,515,r2765312,rebgv,,,built in 1997 (26 yrs old),,0
364 54a Street,"$1,738,000","$5,128",,4,2,house,,freehold nonstrata,rancher/bungalow w/bsmt.,"forced air,natural gas",,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,pebble hill,84 days,1101,r2748394,rebgv,80.00 feet,80 ft x 134 ft (10712 ft²),built in 1958 (65 yrs old),134/133.8,0
11924 90a Avenue,"$1,088,000","$5,724",,4,1,duplex,,undivided interest,2 storey,"forced air,natural gas",drapes/window coverings,"recreation nearby, shopping nearby, storage",washer/dryer/fridge/stove/dishwasher,annieville,44 days,229,r2757724,rebgv,,12375 ft²,built in 1970 (53 yrs old),,0
7437 118a Street,"$999,000","$4,317",,4,2,house,,freehold nonstrata,"1 storey,rancher/bungalow",,,shopping nearby,,scottsdale,16 days,687,r2743124,rebgv,60.00 feet,60 ft x 103 ft (6180 ft²),built in 1970 (53 yrs old),103,0
54 11188 72 Avenue,"$1,188,000","$3,157",$318,4,3,townhouse,,freehold strata,3 storey,"forced air,natural gas","fireplace insert, garage door opener, garden, smoke alarm, vacuum - roughed in","air conditioning, exercise room, golf course nearby, recreation nearby, shopping nearby","dishwasher, in suite laundry, microwave, refrigerator, washer/dryer/fridge/stove/dishwasher",nordel,85 days,1120,r2748346,rebgv,,,built in 2019 (4 yrs old),,1
405 1892 Starling Drive,"$699,800",$0,$486,2,2,apt/condo,,leasehold prepaid-strata,"penthouse,upper unit","baseboard,electric",elevator,"exercise room, storage","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",tsawwassen north,44 days,374,r2757607,rebgv,,,built in 2020 (3 yrs old),,0
367 55a Street,"$1,750,000",$0,,5,2,house,,freehold nonstrata,2 storey,"forced air,natural gas",,,washer/dryer/fridge/stove/dishwasher,pebble hill,8 days,661,r2767375,rebgv,79.00 feet,79 ft x 127 ft (10064 ft²),built in 1962 (61 yrs old),127.4,0
7437 118a Street,"$999,000","$4,317",,4,2,house,,freehold nonstrata,"1 storey,rancher/bungalow",,,shopping nearby,,scottsdale,16 days,687,r2743124,rebgv,60.00 feet,60 ft x 103 ft (6180 ft²),built in 1970 (53 yrs old),103,0
7869 115 Street,"$1,349,900","$4,280",,4,1,house,,freehold nonstrata,"2 storey,split entry","forced air,natural gas","fireplace insert, garage door opener, oven - built in, storage shed, wet bar","recreation nearby, shopping nearby, storage, workshop attached","clothes washer/dryer, dishwasher, in suite laundry, microwave, range top, refrigerator",scottsdale,8 days,306,r2766317,rebgv,66.00 feet,66 ft x 102 ft (6603 ft²),built in 1967 (56 yrs old),102,2
209 7188 Progress Way,"$1,388,000","$5,812",$185,1,1,apt/condo,,freehold strata,"live/work studio,loft/warehouse conv.",natural gas,"smoke alarm, sprinkler - fire, windows - thermo",,"free standing fireplace or woodstove, washer/dryer/fridge/stove/dishwasher, wine cooler",east delta,44 days,601,r2757582,rebgv,,,built in 1998 (25 yrs old),,1
11487 Somerset Crescent,"$1,599,900","$5,001",,5,3,house,,freehold nonstrata,"2 storey,split entry",forced air,,"recreation nearby, shopping nearby","compactor - garbage, microwave, washer/dryer/fridge/stove/dishwasher",sunshine hills woods,2 days,224,r2768908,rebgv,66.01 feet,66 ft x 117 ft (7755 ft²),built in 1979 (44 yrs old),117.49,0
4827 Georgia Street,"$1,405,000","$4,249",,4,2,house,,freehold nonstrata,2 storey,"forced air,natural gas","garden, storage shed","marina nearby, recreation nearby, shopping nearby, storage","microwave, washer/dryer/fridge/stove/dishwasher",ladner elementary,8 days,320,r2767264,rebgv,65.00 feet,65 ft x 132 ft (8731 ft²),built in 1901 (122 yrs old),132,0
5757 Timbervalley Road,"$1,475,000","$5,092",,3,2,house,,freehold nonstrata,2 storey,"forced air,natural gas","drapes/window coverings, fireplace insert, garage door opener, oven - built in","golf course nearby, recreation nearby, shopping nearby","clothes dryer, clothes washer, compactor - garbage, dishwasher, microwave, range top",tsawwassen east,2 days,145,r2769109,rebgv,68.00 feet,68 ft x 110 ft (7481 ft²),built in 1980 (43 yrs old),110,1
307 1315 56 Street,"$675,000","$1,768",$404,2,2,apt/condo,,freehold strata,"1 storey,inside unit","baseboard,electric","elevator, garage door opener","bike room, recreation nearby, shopping nearby, storage, wheelchair access","in suite laundry, washer/dryer/fridge/stove/dishwasher",beach grove,45 days,582,r2757312,rebgv,,,built in 2007 (16 yrs old),,0
102 1280 55 Street,"$765,000","$2,566",$660,2,2,apt/condo,,freehold strata,1 storey,"hot water,radiant","elevator, garage door opener","golf course nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",cliff drive,36 days,1247,r2760033,rebgv,,,built in 1998 (25 yrs old),,0
7437 118a Street,"$999,000","$4,317",,4,2,house,,freehold nonstrata,"1 storey,rancher/bungalow",,,shopping nearby,,scottsdale,16 days,687,r2743124,rebgv,60.00 feet,60 ft x 103 ft (6180 ft²),built in 1970 (53 yrs old),103,0
4620 44b Avenue,"$1,299,000","$3,993",,4,2,house,,freehold nonstrata,2 storey,"forced air,natural gas",,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,port guichon,8 days,491,r2766769,rebgv,66.00 feet,66 ft x 105 ft (6930 ft²),built in 1971 (52 yrs old),105,0
11487 Somerset Crescent,"$1,599,900","$5,001",,5,3,house,,freehold nonstrata,"2 storey,split entry",forced air,,"recreation nearby, shopping nearby","compactor - garbage, microwave, washer/dryer/fridge/stove/dishwasher",sunshine hills woods,2 days,224,r2768908,rebgv,66.01 feet,66 ft x 117 ft (7755 ft²),built in 1979 (44 yrs old),117.49,0
4726 Spruce Way,"$1,325,000",$0,,3,2,house,,leasehold prepaid-nonstrata,2 storey,"forced air,natural gas",,,"in suite laundry, washer/dryer/fridge/stove/dishwasher",tsawwassen north,24 days,1903,r2763387,rebgv,0.00 feet,3315 ft²,built in 2022 (1 yrs old),,1
601 6950 Nicholson Road,"$654,900","$1,528",$272,2,2,apt/condo,,freehold strata,upper unit,"baseboard,electric","elevator, other - see remarks","exercise room, recreation nearby, shopping nearby, storage","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",sunshine hills woods,8 days,240,r2767053,rebgv,,,built in 2021 (2 yrs old),,0
5757 Timbervalley Road,"$1,475,000","$5,092",,3,2,house,,freehold nonstrata,2 storey,"forced air,natural gas","drapes/window coverings, fireplace insert, garage door opener, oven - built in","golf course nearby, recreation nearby, shopping nearby","clothes dryer, clothes washer, compactor - garbage, dishwasher, microwave, range top",tsawwassen east,2 days,145,r2769109,rebgv,68.00 feet,68 ft x 110 ft (7481 ft²),built in 1980 (43 yrs old),110,1
417 9015 120 Street,"$575,000","$1,661",$383,2,1,apt/condo,,freehold strata,inside unit,"baseboard,electric","elevator, garden","exercise room, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,annieville,86 days,975,r2748029,rebgv,,,built in 2018 (5 yrs old),,0
5000 Cliff Drive,"$2,995,000","$6,155",,4,3,house,,freehold nonstrata,2 storey,"electric,forced air,natural gas","smoke alarm, storage shed, windows - thermo",recreation nearby,washer/dryer/fridge/stove/dishwasher,cliff drive,8 days,89,r2767094,rebgv,99.60 feet,99 ft x 287 ft (27893 ft²),built in 1965 (58 yrs old),287,0
5584 8a Avenue,"$1,498,800","$3,682",,4,1,house,,freehold nonstrata,2 storey,"forced air,natural gas",,"golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,tsawwassen central,90 days,2296,r2747313,rebgv,67.00 feet,6415 ft²,built in 1920 (103 yrs old),,0
104 5500 13a Avenue,"$849,000","$2,027",$607,2,2,apt/condo,,freehold strata,"corner unit,ground level unit","hot water,natural gas","drapes/window coverings, elevator, smoke alarm","golf course nearby, recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",cliff drive,9 days,330,r2766880,rebgv,,,built in 1994 (29 yrs old),,0
