233 27358 32 Avenue,"$349,999","$1,968",$319,1,1,apt/condo,,freehold strata,inside unit,electric,elevator,"recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",aldergrove,2 days,312,r2768847,rebgv,,,built in 1998 (25 yrs old),,0
59 6513 200 Street,"$710,000","$3,008",$258,2,1,townhouse,,freehold strata,"3 storey,end unit","hot water,radiant",,"recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,2 days,140,r2767431,rebgv,,,built in 2001 (22 yrs old),,1
12 20038 70 Avenue,"$839,999","$3,641",$321,4,3,townhouse,,freehold strata,3 storey,"baseboard,electric","drapes/window coverings, garage door opener, sprinkler - fire","recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,3 days,464,r2767257,rebgv,,,built in 2007 (16 yrs old),,1
5297 197 Street,"$1,599,000","$5,061",,4,2,house,,freehold nonstrata,2 storey,"baseboard,forced air","cul-de-sac, garage door opener, storage shed","hot tub, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,4 days,343,r2768386,rebgv,54.00 feet,54 ft x 120 ft (6400 ft²),built in 1989 (34 yrs old),120,1
2987 212 Street,"$3,888,000","$6,893",,5,2,house,,freehold nonstrata,2 storey w/bsmt.,"forced air,natural gas","garden, sprinkler - inground, storage shed, windows - thermo","recreation nearby, shopping nearby, workshop detached",washer/dryer/fridge/stove/dishwasher,brookswood,5 days,474,r2767201,rebgv,329.00 feet,329 ft x 1246 ft (9.42 acres),built in 1986 (37 yrs old),1246 (9.42 acres),1
203 19750 64 Avenue,"$498,000","$2,184",$267,1,1,apt/condo,,freehold strata,"1 storey,inside unit","baseboard,natural gas","elevator, garage door opener","exercise room, recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,5 days,167,r2767707,rebgv,,,built in 1996 (27 yrs old),,0
306 9124 Glover Road,"$579,900","$1,896",$306,1,1,apt/condo,,freehold strata,"penthouse,upper unit","hot water,natural gas",elevator,"recreation nearby, shopping nearby",in suite laundry,fort langley,6 days,273,r2766387,rebgv,,,built in 1994 (29 yrs old),,0
21011 79a Avenue,"$1,190,000","$4,637",,4,3,townhouse,,freehold nonstrata,"2 storey w/bsmt.,end unit","baseboard,forced air,natural gas",vacuum - built in,"recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",willoughby heights,6 days,963,r2768059,rebgv,,,built in 2012 (11 yrs old),,1
21439 94 Avenue,"$1,295,000","$5,414",,3,2,house,,freehold nonstrata,3 level split,"forced air,natural gas",fireplace insert,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,walnut grove,6 days,994,r2766611,rebgv,30.50 feet,30 ft x 124 ft (6884 ft²),built in 1985 (38 yrs old),124,1
420 7506 199a Street,"$599,900",,,2,2,apt/condo,,strata,,baseboard heaters,,,,willoughby heights,6 days,148,r2766523,canadian real estate association,,,built in 2023 (0 yrs old),,
A502 8447 202 Street,"$660,000",$0,$352,2,2,apt/condo,,freehold strata,"1 storey,corner unit",heat pump,"cul-de-sac, drapes/window coverings, elevator, garden","air conditioning, bike room, central air conditioning, exercise room, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,6 days,426,r2768026,rebgv,,,built in 2022 (1 yrs old),,0
87 9012 Walnut Grove Drive,"$799,000","$3,357",$508,3,2,townhouse,,freehold strata,rancher/bungalow w/loft,"forced air,natural gas",vacuum - built in,"hot tub, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",walnut grove,7 days,963,r2767861,rebgv,,,built in 1992 (31 yrs old),,0
314 20897 57 Avenue,"$549,900","$2,221",$432,2,2,apt/condo,,freehold strata,upper unit,"baseboard,electric,natural gas",elevator,"bike room, recreation nearby, shopping nearby, storage, wheelchair access","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,7 days,610,r2766754,rebgv,,,built in 1994 (29 yrs old),,0
403 5074 201a Street,"$789,800","$2,493",$407,4,1,townhouse,,freehold strata,3 storey,"electric,forced air,natural gas",cul-de-sac,,"in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,7 days,470,r2767743,rebgv,,,built in 1983 (40 yrs old),,2
22327 50th Avenue,"$1,395,000","$5,597",,3,3,house,,freehold nonstrata,rancher/bungalow w/bsmt.,"forced air,natural gas","garage door opener, garden, storage shed, vaulted ceiling, windows - thermo","golf course nearby, guest suite, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",murrayville,7 days,897,r2766390,rebgv,50.20 feet,50 ft x 100 ft (5016 ft²),built in 2000 (23 yrs old),100',0
60 20460 66 Avenue,"$779,000","$3,113",$361,3,2,townhouse,,freehold strata,"3 storey,end unit","baseboard,electric",,"recreation nearby, shopping nearby","disposal - waste, in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,7 days,539,r2767602,rebgv,,,built in 2004 (19 yrs old),,1
146 20498 82 Avenue,"$864,900","$3,725",$0,3,2,townhouse,,freehold strata,3 storey,"baseboard,electric","drapes/window coverings, garage door opener, smoke alarm",recreation nearby,"in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,7 days,365,r2766254,rebgv,,,built in 2019 (4 yrs old),,1
403 8327 201 Street,"$665,000","$2,578",$500,2,2,apt/condo,,freehold strata,1 storey,"baseboard,electric","drapes/window coverings, elevator","golf course nearby, recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,1 day,36,r2769374,rebgv,,,built in 2021 (2 yrs old),,0
203 19750 64 Avenue,"$498,000","$2,184",$267,1,1,apt/condo,,freehold strata,"1 storey,inside unit","baseboard,natural gas","elevator, garage door opener","exercise room, recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,5 days,167,r2767707,rebgv,,,built in 1996 (27 yrs old),,0
19950 46 Avenue,"$2,150,000","$6,770",,6,4,house,,freehold nonstrata,"2 storey,2 storey w/bsmt.",natural gas,"drapes/window coverings, hot tub spa/swirlpool, storage shed","air conditioning, hot tub, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,149 days,1519,r2739362,rebgv,78.00 feet,78 ft x 257 ft (20046 ft²),built in 1970 (53 yrs old),257,0
22775 88 Avenue,"$1,650,000","$5,460",,4,2,house,,freehold nonstrata,3 level split,"forced air,natural gas",garage door opener,"barn, golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,fort langley,9 days,610,r2766022,rebgv,214.00 feet,214 ft x 92 ft (16700 ft²),built in 1977 (46 yrs old),92,1
11 20750 Telegraph Trail,"$940,000","$3,741",$541,4,3,townhouse,,freehold strata,2 storey w/bsmt.,"forced air,natural gas",,air conditioning,"in suite laundry, washer/dryer/fridge/stove/dishwasher",walnut grove,7 days,980,r2766549,rebgv,,,built in 1994 (29 yrs old),,1
217 5650 201a Street,"$482,500","$1,272",$276,2,1,apt/condo,,freehold strata,inside unit,"baseboard,electric","drapes/window coverings, elevator, garden, sprinkler - inground, windows - thermo","air conditioning, central air conditioning, exercise room, recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",langley city,7 days,528,r2767492,rebgv,,,built in 2009 (14 yrs old),,0
3851 201 Street,"$1,699,000","$2,022",,3,2,house,,freehold nonstrata,2 storey,"electric,radiant",,,washer/dryer/fridge/stove/dishwasher,brookswood,7 days,1342,r2766328,rebgv,80.00 feet,80 ft x 234 ft (18720 ft²),built in 1976 (47 yrs old),234,0
7 8438 207a Street,"$775,000","$3,604",$282,2,2,townhouse,,freehold strata,"3 storey,inside unit","baseboard,electric","drapes/window coverings, garden, security - roughed in, smoke alarm, sprinkler - fire","golf course nearby, recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",willoughby heights,8 days,741,r2766210,rebgv,,,built in 2014 (9 yrs old),,1
20571 70 Avenue,"$2,299,000","$7,524",,8,6,house,,freehold nonstrata,3 storey,radiant,"oven - built in, security system","air conditioning, central air conditioning, hot tub, recreation nearby, shared laundry","in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,8 days,397,r2767369,rebgv,44.00 feet,5967 ft²,built in 2020 (3 yrs old),,2
219 5430 201 Street,"$589,000","$1,703",$359,2,2,apt/condo,,freehold strata,corner unit,electric,,"air conditioning, exercise room, recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,8 days,321,r2767125,rebgv,,,built in 2006 (17 yrs old),,0
B505 20018 83a Avenue,"$849,000","$3,264",$568,3,2,apt/condo,,freehold strata,1 storey,"baseboard,electric","elevator, garden","recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,8 days,471,r2767019,rebgv,,,built in 2021 (2 yrs old),,0
18 7947 209 Street,"$949,800","$3,805",$302,3,2,townhouse,,freehold strata,3 storey,"baseboard,electric",drapes/window coverings,,"microwave, washer/dryer/fridge/stove/dishwasher",willoughby heights,8 days,833,r2767021,rebgv,,,built in 2019 (4 yrs old),,1
A215 20834 80 Avenue,"$399,000",$0,$211,1,1,apt/condo,,freehold strata,inside unit,baseboard,"drapes/window coverings, elevator, garden, intercom","exercise room, recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,8 days,1434,r2767453,rebgv,,,built in 2023 (0 yrs old),,0
2811 202a Street,"$2,798,000","$6,613",,7,5,house,,freehold nonstrata,2 storey w/bsmt.,"forced air,natural gas","security system, vaulted ceiling","air conditioning, central air conditioning","in suite laundry, washer/dryer/fridge/stove/dishwasher",brookswood,8 days,1007,r2766256,rebgv,68.90 feet,68 ft x 132 ft (9473 ft²),built in 2022 (1 yrs old),132.54,1
54 20180 84 Avenue,"$929,900","$2,447",$190,4,2,townhouse,,freehold strata,"3 storey,inside unit",forced air,,"playground, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,8 days,626,r2766974,rebgv,,,built in 2022 (1 yrs old),,1
412 20078 Fraser Highway,"$600,000","$1,771",$386,2,2,apt/condo,,freehold strata,"penthouse,upper unit",baseboard,"drapes/window coverings, elevator, garage door opener, sprinkler - fire, vaulted ceiling","recreation nearby, shopping nearby, storage","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",langley city,8 days,388,r2766005,rebgv,,,built in 2015 (8 yrs old),,0
30 5051 203 Street,"$899,000","$2,846",$462,3,3,townhouse,,freehold strata,2 storey,"forced air,natural gas","garage door opener, smoke alarm, vacuum - built in, windows - thermo","golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,9 days,590,r2765627,rebgv,,,built in 1987 (36 yrs old),,0
32 19913 70 Avenue,"$999,000","$3,886",$363,3,3,townhouse,,freehold strata,"3 storey,corner unit","hot water,radiant","drapes/window coverings, smoke alarm, sprinkler - fire, vacuum - built in","air conditioning, recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",willoughby heights,9 days,638,r2766697,rebgv,,,built in 2016 (7 yrs old),,1
22775 88 Avenue,"$1,650,000","$5,460",,4,2,house,,freehold nonstrata,3 level split,"forced air,natural gas",garage door opener,"barn, golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,fort langley,9 days,610,r2766022,rebgv,214.00 feet,214 ft x 92 ft (16700 ft²),built in 1977 (46 yrs old),92,1
8 9590 216 Street,"$1,169,900","$4,149",$277,3,3,townhouse,,freehold strata,2 storey w/bsmt.,"forced air,natural gas","security system, vacuum - built in, vaulted ceiling","air conditioning, golf course nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",walnut grove,9 days,1387,r2766607,rebgv,,,built in 2012 (11 yrs old),,1
315 19825 54 Avenue,"$500,000",$0,$0,2,1,apt/condo,,freehold strata,"inside unit,upper unit","baseboard,electric",elevator,"recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,13 days,519,r2765680,rebgv,,,built in 2023 (0 yrs old),,0
C325 8150 207 Street,"$549,900","$2,420",$292,1,1,apt/condo,,freehold strata,inside unit,"baseboard,electric",garden,"exercise room, recreation nearby, shopping nearby, storage","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",willoughby heights,13 days,487,r2765808,rebgv,,,built in 2021 (2 yrs old),,0
414 19825 54 Avenue,"$509,999",$0,$0,2,1,apt/condo,,freehold strata,penthouse,"baseboard,electric",elevator,,"in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,13 days,299,r2765699,rebgv,,,built in 2023 (0 yrs old),,0
309 19825 54 Avenue,"$449,888",$0,$0,1,1,apt/condo,,freehold strata,penthouse,"baseboard,electric",elevator,,"in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,13 days,206,r2765722,rebgv,,,built in 2023 (0 yrs old),,0
403 8327 201 Street,"$665,000","$2,578",$500,2,2,apt/condo,,freehold strata,1 storey,"baseboard,electric","drapes/window coverings, elevator","golf course nearby, recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,1 day,36,r2769374,rebgv,,,built in 2021 (2 yrs old),,0
203 19750 64 Avenue,"$498,000","$2,184",$267,1,1,apt/condo,,freehold strata,"1 storey,inside unit","baseboard,natural gas","elevator, garage door opener","exercise room, recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",willoughby heights,5 days,167,r2767707,rebgv,,,built in 1996 (27 yrs old),,0
24088 61 Avenue,"$3,488,000","$8,087",,8,4,house,,freehold nonstrata,"rancher/bungalow,rancher/bungalow w/bsmt.","baseboard,forced air,heat pump","security system, sprinkler - inground, vacuum - built in","air conditioning, central air conditioning, guest suite, workshop attached, workshop detached","washer/dryer/fridge/stove/dishwasher, wine cooler",salmon river,16 days,1185,r2765039,rebgv,0.00 feet,43560 ft²,built in 1996 (27 yrs old),,0
2811 202a Street,"$2,798,000","$6,613",,7,5,house,,freehold nonstrata,2 storey w/bsmt.,"forced air,natural gas","security system, vaulted ceiling","air conditioning, central air conditioning","in suite laundry, washer/dryer/fridge/stove/dishwasher",brookswood,8 days,1007,r2766256,rebgv,68.90 feet,68 ft x 132 ft (9473 ft²),built in 2022 (1 yrs old),132.54,1
7154 198 Street,"$2,194,000","$2,959",,7,7,house,,freehold nonstrata,2 storey w/bsmt.,radiant,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,willoughby heights,14 days,797,r2765644,rebgv,47.00 feet,5659 ft²,built in 2023 (0 yrs old),,0
D201 8150 207 Street,"$499,000","$2,296",$252,1,1,apt/condo,,freehold strata,1 storey,"baseboard,electric","elevator, garden, smoke alarm, sprinkler - fire","exercise room, hot tub, recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",willoughby heights,14 days,783,r2765639,rebgv,,,built in 2021 (2 yrs old),,0
12 20559 86 Avenue,"$1,050,000",$0,$304,4,3,townhouse,,freehold strata,3 storey w/bsmt.,forced air,,,washer/dryer/fridge/stove/dishwasher,willoughby heights,14 days,651,r2765860,rebgv,,,built in 2023 (0 yrs old),,1
13 20559 86 Avenue,"$1,050,000",$0,$304,4,3,townhouse,,freehold strata,3 storey w/bsmt.,forced air,,,washer/dryer/fridge/stove/dishwasher,willoughby heights,14 days,198,r2765879,rebgv,,,built in 2023 (0 yrs old),,1
96 21138 88th Avenue,"$799,900","$3,626",$492,3,2,townhouse,,freehold strata,2 storey,"baseboard,radiant","drapes/window coverings, garage door opener, vacuum - built in",hot tub,washer/dryer/fridge/stove/dishwasher,walnut grove,14 days,1221,r2765610,rebgv,,,built in 1991 (32 yrs old),,1
21 20770 97b Avenue,"$1,049,900","$3,707",$302,2,2,townhouse,,freehold strata,"1 storey,rancher/bungalow","hot water,natural gas,radiant",garage door opener,"golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",walnut grove,14 days,1009,r2765471,rebgv,,,built in 1998 (25 yrs old),,0
408 5765 Glover Road,"$425,000","$1,833",$304,1,1,apt/condo,,freehold strata,"penthouse,upper unit","electric,natural gas",elevator,"recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",langley city,14 days,744,r2765583,rebgv,,,built in 1995 (28 yrs old),,0
618 20673 78 Avenue,"$838,000","$3,252",$359,3,2,apt/condo,,freehold strata,"1 storey,penthouse","baseboard,electric",elevator,"air conditioning, exercise room, recreation nearby, shopping nearby, storage","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",willoughby heights,14 days,381,r2765476,rebgv,,,built in 2020 (3 yrs old),,0
405 19825 54 Avenue,"$609,900",$0,$298,2,2,apt/condo,,freehold strata,upper unit,baseboard,"garden, smoke alarm","exercise room, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,14 days,241,r2765641,rebgv,,,built in 2023 (0 yrs old),,0
21075 45 Place,"$1,824,900","$6,137",,5,3,house,,freehold nonstrata,2 storey w/bsmt.,"forced air,heat pump,natural gas","cul-de-sac, drapes/window coverings, hot tub spa/swirlpool, security - roughed in","air conditioning, hot tub, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,brookswood,14 days,725,r2765109,rebgv,49.21 feet,8149 ft²,built in 1996 (27 yrs old),,1
15 19670 55a Avenue,"$999,000","$2,873",$0,4,3,townhouse,,freehold strata,3 storey,"baseboard,electric","garage door opener, security - roughed in, vacuum - built in","recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",langley city,14 days,514,r2765288,rebgv,,,built in 2020 (3 yrs old),,1
206 20175 53 Avenue,"$389,900","$1,030",$195,1,1,apt/condo,,freehold strata,upper unit,"baseboard,pellet","drapes/window coverings, elevator, garage door opener, garden","bike room, central air conditioning, exercise room, golf course nearby, recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,15 days,579,r2765356,rebgv,,,built in 2017 (6 yrs old),,0
404 19825 54 Avenue,"$677,000",$0,$0,2,2,apt/condo,,freehold strata,"corner unit,penthouse","baseboard,electric","elevator, intercom","exercise room, recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",langley city,15 days,282,r2764916,rebgv,,,built in 2023 (0 yrs old),,0
31 24455 61 Avenue,"$2,388,888","$6,328",$330,4,4,house,,freehold strata,2 storey w/bsmt.,"forced air,heat pump,natural gas","oven - built in, security system, sprinkler - fire, vacuum - built in, wet bar","air conditioning, central air conditioning","clothes washer/dryer, dishwasher, range top, refrigerator",salmon river,15 days,1064,r2764373,rebgv,94.00 feet,94 ft x 0 ft (8267 ft²),built in 2017 (6 yrs old),irreg,1
4216 240 Street,"$2,279,900",,,,,,,,,,,,,,,,,,,,,,
